epoch_count,duration_days,temporal_spacing_mean_days,temporal_spacing_std_days,incidence_angle_mean_deg,incidence_angle_std_deg,coherence_mean,coherence_std,minimum_coherence,phase_quality_mean,phase_quality_std,noise_estimate_mean_mm,mean_displacement_mm,displacement_std_mm,displacement_range_mm,displacement_to_noise_ratio,mean_absolute_step_mm,max_absolute_step_mm,max_step_to_range_ratio,sign_change_count,zero_crossing_count,directional_consistency,slope_mm_per_year,linear_fit_residual_std_mm,acceleration_mm_per_year2,quadratic_fit_residual_std_mm,temporal_autocorrelation_lag1,approximate_periodicity_indicator,sample_id,target_label,is_edge_case,edge_case_type
15.0,210.46,15.03,0.27,43.39,0.0,0.9377,0.0295,0.8858,0.8236,0.0713,1.568,-1.0036,3.4827,15.8089,10.082,2.741,13.8491,0.876,9.0,10.0,0.5714,-5.9612,3.3172,-26.8082,3.2957,0.019,0.9919,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00246,ATMOSPHERIC_TRANSIENT,True,high_coherence_atmospheric
9.0,92.24,11.53,0.17,28.77,0.0,0.7372,0.0825,0.6533,0.8522,0.0559,2.052,-0.337,2.3634,6.5508,3.192,2.4163,5.8171,0.888,5.0,5.0,0.625,-20.3036,1.6859,197.118,1.5854,0.0996,0.088,STRATA_SYN_STRUCTURAL_ACCELERATING_00229,STRUCTURAL_ACCELERATING,False,none
24.0,386.82,16.82,0.29,28.8,0.0,0.7647,0.0776,0.6504,0.8298,0.072,1.496,0.121,2.1478,9.2726,6.198,1.8865,5.7345,0.6184,11.0,6.0,0.5217,1.2906,2.108,-1.8744,2.1063,0.4041,0.5849,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00002,SEASONAL_ENVIRONMENTAL,False,none
10.0,130.93,14.55,0.21,41.09,0.0,0.783,0.075,0.679,0.8043,0.0557,2.212,0.8608,1.7815,7.0197,3.173,2.4091,5.0613,0.721,4.0,4.0,0.5556,-0.6043,1.7802,8.9134,1.7794,-0.2845,0.8731,STRATA_SYN_STABLE_00031,STABLE,False,none
10.0,205.38,22.82,0.27,30.63,0.0,0.8285,0.0913,0.6521,0.797,0.0705,0.957,0.549,5.5656,15.4649,16.16,2.0998,4.2009,0.2716,2.0,1.0,0.6667,-29.0416,1.9703,-51.7772,1.8282,0.7871,0.0,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00191,SEASONAL_ENVIRONMENTAL,False,none
9.0,122.71,15.34,0.27,34.95,0.0,0.8285,0.0764,0.6713,0.8232,0.0786,1.879,-0.4075,1.8147,6.2537,3.328,2.1895,6.2537,1.0,5.0,5.0,0.5,-7.5891,1.6177,-20.8925,1.6141,-0.1616,0.4321,STRATA_SYN_STABLE_00083,STABLE,False,none
6.0,109.0,21.8,0.33,31.35,0.0,0.7955,0.0815,0.667,0.7968,0.0709,1.549,4.5118,3.0595,7.4849,4.832,6.1122,7.4849,1.0,4.0,0.0,0.6,5.4096,3.0095,100.9313,2.9758,-0.8491,0.0,STRATA_SYN_TEMPORALLY_INCONSISTENT_00427,TEMPORALLY_INCONSISTENT,False,none
20.0,159.95,8.42,0.27,41.23,0.0,0.8176,0.0884,0.6818,0.8098,0.0704,0.808,-0.7693,1.0786,3.9591,4.9,1.1804,3.1101,0.7856,8.0,8.0,0.5263,-1.6805,1.0552,7.3629,1.0536,0.0368,0.8521,STRATA_SYN_STRUCTURAL_ACCELERATING_00115,STRUCTURAL_ACCELERATING,False,none
7.0,138.45,23.08,0.31,37.11,0.0,0.1773,0.0463,0.1004,0.1908,0.0366,4.88,-2.148,7.815,27.3261,5.6,9.8868,17.1794,0.6287,3.0,2.0,0.6667,-14.2514,7.6053,-494.0991,6.7962,0.0074,0.8018,STRATA_SYN_LOW_QUALITY_00088,LOW_QUALITY,False,none
12.0,192.76,17.52,0.21,32.24,0.0,0.7837,0.0733,0.6741,0.7959,0.0685,1.12,-1.0435,3.0405,12.1366,10.836,3.2119,12.1366,1.0,9.0,8.0,0.5455,0.7294,3.0381,41.5837,2.9958,-0.3278,0.9609,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00037,ATMOSPHERIC_TRANSIENT,False,none
19.0,413.2,22.96,0.34,36.64,0.0,0.8214,0.0849,0.6618,0.8262,0.0618,2.889,0.7212,2.9115,13.3035,4.605,3.3928,6.5215,0.4902,9.0,9.0,0.5556,-2.4493,2.7868,-11.8498,2.7158,0.1672,0.7405,STRATA_SYN_STABLE_00320,STABLE,False,none
8.0,167.19,23.88,0.3,40.56,0.0,0.7643,0.0858,0.667,0.7993,0.0741,2.234,-1.2262,3.2342,10.1411,4.539,2.4234,6.5942,0.6502,4.0,1.0,0.5714,-16.0823,2.1586,129.1695,1.7483,0.4742,0.0,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00177,SEASONAL_ENVIRONMENTAL,True,short_seasonal_sequence
13.0,198.68,16.56,0.29,29.63,0.0,0.7996,0.0841,0.6607,0.7847,0.0699,1.412,1.1518,4.5797,18.7763,13.298,3.8902,18.7763,1.0,6.0,7.0,0.75,-1.3147,4.5743,-64.5847,4.4996,-0.1867,0.837,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00142,ATMOSPHERIC_TRANSIENT,False,none
13.0,229.2,19.1,0.2,34.58,0.0,0.1517,0.0415,0.1012,0.1678,0.043,3.343,-0.0556,2.5819,9.5184,2.847,3.1629,9.5184,1.0,7.0,6.0,0.6667,-0.5516,2.5797,-20.4305,2.5562,-0.1894,0.9822,STRATA_SYN_LOW_QUALITY_00142,LOW_QUALITY,False,none
13.0,151.25,12.6,0.3,39.13,0.0,0.7991,0.0717,0.6731,0.7991,0.0711,0.9,0.0475,1.1066,3.8589,4.288,1.4528,3.8589,1.0,7.0,6.0,0.5,-2.0014,1.0761,40.4068,1.0341,-0.274,0.8309,STRATA_SYN_STABLE_00406,STABLE,False,none
10.0,182.88,20.32,0.23,41.04,0.0,0.1872,0.0463,0.1023,0.1945,0.0395,4.835,3.031,3.2821,10.9712,2.269,4.3997,10.9712,1.0,5.0,4.0,0.6667,2.8206,3.2508,123.133,2.9418,-0.3201,0.8309,STRATA_SYN_LOW_QUALITY_00419,LOW_QUALITY,False,none
17.0,162.18,10.14,0.34,40.6,0.0,0.7944,0.0832,0.669,0.8499,0.0609,1.217,1.6961,2.9941,9.9556,8.18,5.1781,9.8405,0.9884,15.0,10.0,0.5,-1.5194,2.987,-23.4448,2.9808,-0.6835,0.7247,STRATA_SYN_TEMPORALLY_INCONSISTENT_00329,TEMPORALLY_INCONSISTENT,False,none
9.0,166.16,20.77,0.3,29.66,0.0,0.748,0.0619,0.6593,0.8297,0.0795,2.436,0.4395,1.7376,5.1175,2.101,2.6128,4.9395,0.9652,5.0,6.0,0.625,2.0386,1.7115,0.2688,1.7115,-0.4016,0.8811,STRATA_SYN_STABLE_00019,STABLE,False,none
11.0,196.6,19.66,0.2,27.22,0.0,0.7936,0.0949,0.6635,0.8467,0.0308,1.973,0.4971,1.9295,6.3302,3.208,2.1031,6.3302,1.0,4.0,5.0,0.6,5.6932,1.6682,-2.2373,1.6679,-0.1938,0.2947,STRATA_SYN_STRUCTURAL_MONOTONIC_00197,STRUCTURAL_MONOTONIC,True,noise_reversal_edge
6.0,36.25,7.25,0.25,30.52,0.0,0.8067,0.059,0.7464,0.8455,0.0709,0.688,1.5207,4.0299,11.4127,16.588,5.2807,11.4127,1.0,3.0,4.0,0.6,-33.6138,3.8673,-783.4846,3.848,-0.3692,0.944,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00057,ATMOSPHERIC_TRANSIENT,False,none
12.0,128.75,11.7,0.25,40.66,0.0,0.7986,0.0465,0.7226,0.8229,0.0698,1.608,-1.3068,4.1891,15.4448,9.605,5.0733,9.7,0.628,10.0,3.0,0.5455,-25.0783,3.1409,102.319,3.0916,0.1611,0.6076,STRATA_SYN_TEMPORALLY_INCONSISTENT_00342,TEMPORALLY_INCONSISTENT,False,none
17.0,131.27,8.2,0.32,28.95,0.0,0.7992,0.0837,0.6782,0.8303,0.071,2.674,0.771,1.929,6.4734,2.421,2.2555,5.7473,0.8878,8.0,9.0,0.5625,1.4893,1.9221,-65.1127,1.8897,-0.0364,0.2641,STRATA_SYN_STABLE_00192,STABLE,False,none
12.0,128.72,11.7,0.24,25.08,0.0,0.8369,0.081,0.6869,0.8068,0.0797,1.798,2.3596,2.936,10.6144,5.903,4.5012,9.2347,0.87,8.0,4.0,0.6364,0.6056,2.9353,-111.5016,2.8725,-0.3765,0.8049,STRATA_SYN_TEMPORALLY_INCONSISTENT_00367,TEMPORALLY_INCONSISTENT,False,none
11.0,221.26,22.13,0.21,39.84,0.0,0.8007,0.0782,0.6744,0.8671,0.0621,2.289,-0.9363,5.9007,19.2748,8.421,4.3748,9.2698,0.4809,3.0,2.0,0.7,-12.1301,5.4231,-162.2984,4.7431,0.6563,0.4866,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00267,SEASONAL_ENVIRONMENTAL,False,none
13.0,102.2,8.52,0.22,25.55,0.0,0.764,0.0771,0.657,0.8256,0.0633,1.706,-0.4278,2.3673,9.3121,5.458,2.7353,8.9649,0.9627,9.0,8.0,0.5833,8.0434,2.2606,243.104,2.1055,-0.1164,0.9225,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00138,ATMOSPHERIC_TRANSIENT,False,none
12.0,240.17,21.83,0.23,40.1,0.0,0.8094,0.0737,0.6603,0.8196,0.0838,2.343,4.955,3.7615,13.7445,5.866,5.2503,13.7445,1.0,8.0,2.0,0.6364,1.9356,3.7402,18.4308,3.724,-0.4735,0.4002,STRATA_SYN_TEMPORALLY_INCONSISTENT_00496,TEMPORALLY_INCONSISTENT,False,none
7.0,62.91,10.49,0.26,25.18,0.0,0.7847,0.0925,0.6561,0.8108,0.0887,2.975,0.4969,3.1647,10.3617,3.483,3.1158,7.8086,0.7536,2.0,3.0,0.6667,16.5261,3.0183,-1651.3425,1.8872,0.0447,0.3493,STRATA_SYN_STRUCTURAL_ACCELERATING_00145,STRUCTURAL_ACCELERATING,False,none
10.0,165.63,18.4,0.22,33.86,0.0,0.7703,0.0769,0.6579,0.8317,0.0659,1.28,0.0976,1.2499,3.6442,2.847,0.957,3.3828,0.9283,4.0,3.0,0.5556,-5.2357,0.9938,-4.5614,0.9929,0.3577,0.3841,STRATA_SYN_STRUCTURAL_MONOTONIC_00411,STRUCTURAL_MONOTONIC,False,none
12.0,166.13,15.1,0.23,25.77,0.0,0.919,0.0308,0.8808,0.8311,0.0604,2.461,-0.6214,4.3912,17.3783,7.061,4.9516,10.8238,0.6228,5.0,4.0,0.5455,0.3009,4.391,-238.9505,3.828,0.0832,0.7062,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00256,ATMOSPHERIC_TRANSIENT,True,high_coherence_atmospheric
17.0,329.41,20.59,0.25,30.05,0.0,0.8199,0.0812,0.6837,0.7975,0.065,1.065,-2.4106,2.2609,6.9788,6.553,0.8407,3.5529,0.5091,9.0,2.0,0.5,-7.6121,0.843,-1.1095,0.8422,0.7493,0.0727,STRATA_SYN_STRUCTURAL_ACCELERATING_00357,STRUCTURAL_ACCELERATING,False,none
8.0,46.9,6.7,0.16,30.12,0.0,0.7963,0.0853,0.6664,0.8402,0.0732,0.7,-2.3725,3.0853,10.3865,14.838,1.4838,2.9679,0.2857,0.0,1.0,1.0,72.237,0.4999,-89.5947,0.4951,0.5159,0.0,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00450,SEASONAL_ENVIRONMENTAL,True,short_seasonal_sequence
16.0,297.39,19.83,0.25,40.24,0.0,0.8291,0.0959,0.657,0.8124,0.072,1.971,1.5227,2.1977,8.4399,4.282,2.1031,5.1573,0.6111,7.0,5.0,0.4667,3.2449,2.0418,9.3817,2.025,0.3395,0.8546,STRATA_SYN_STRUCTURAL_ACCELERATING_00328,STRUCTURAL_ACCELERATING,False,none
16.0,305.49,20.37,0.31,28.66,0.0,0.831,0.0901,0.6698,0.8037,0.068,1.135,-0.621,3.3889,17.3781,15.311,3.3427,12.3399,0.7101,11.0,7.0,0.5333,5.3111,3.1023,-0.966,3.1022,-0.0373,0.9353,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00099,ATMOSPHERIC_TRANSIENT,False,none
7.0,112.41,18.74,0.22,41.63,0.0,0.1702,0.035,0.1265,0.204,0.0225,4.421,1.8248,2.8859,9.6031,2.172,3.8169,7.3252,0.7628,3.0,4.0,0.5,-5.3846,2.8326,-220.2469,2.6486,-0.0055,0.7639,STRATA_SYN_LOW_QUALITY_00165,LOW_QUALITY,False,none
11.0,172.94,17.29,0.27,33.94,0.0,0.8148,0.0716,0.6507,0.8532,0.0827,2.526,-0.3407,2.8963,9.5912,3.797,2.8744,9.5912,1.0,4.0,3.0,0.8,-10.5933,2.4209,88.9149,2.2546,-0.0329,0.3838,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00425,ATMOSPHERIC_TRANSIENT,False,none
19.0,287.27,15.96,0.24,38.14,0.0,0.8123,0.0965,0.6514,0.7766,0.0744,1.76,-0.2334,1.9652,7.0278,3.993,3.0112,7.0278,1.0,13.0,13.0,0.5,1.2763,1.9412,12.0061,1.9168,-0.5241,0.714,STRATA_SYN_STRUCTURAL_ACCELERATING_00178,STRUCTURAL_ACCELERATING,True,accelerating_subtle_onset
13.0,86.55,7.21,0.25,33.03,0.0,0.1837,0.0339,0.1001,0.1697,0.0342,3.097,0.6592,2.5614,8.9519,2.891,3.0937,7.0971,0.7928,9.0,8.0,0.5833,-8.0094,2.4933,328.3072,2.3636,-0.1041,0.9928,STRATA_SYN_LOW_QUALITY_00176,LOW_QUALITY,False,none
9.0,53.94,6.74,0.25,39.77,0.0,0.1681,0.033,0.107,0.1875,0.0412,4.334,-2.4398,2.9017,8.3237,1.921,3.0851,6.1378,0.7374,4.0,3.0,0.625,-32.1665,2.4694,1229.4736,2.1448,0.1728,0.2297,STRATA_SYN_LOW_QUALITY_00217,LOW_QUALITY,False,none
16.0,192.75,12.85,0.28,25.01,0.0,0.1737,0.0435,0.1045,0.1855,0.0376,3.347,-0.5488,4.5394,15.6787,4.684,5.5193,11.6858,0.7453,9.0,8.0,0.6,-4.8345,4.4712,111.9424,4.2757,0.0436,0.981,STRATA_SYN_LOW_QUALITY_00056,LOW_QUALITY,False,none
13.0,73.69,6.14,0.32,38.91,0.0,0.7661,0.0806,0.6525,0.8202,0.0611,2.543,0.9735,3.0581,9.7275,3.825,2.8126,9.7275,1.0,6.0,6.0,0.5833,-7.35,3.0235,1181.7664,2.2126,0.1582,0.9697,STRATA_SYN_STABLE_00047,STABLE,False,none
20.0,181.37,9.55,0.28,25.07,0.0,0.7921,0.0821,0.6584,0.7859,0.0571,1.385,0.786,3.6248,20.087,14.503,3.4347,20.087,1.0,12.0,9.0,0.5263,-4.8762,3.5494,42.1377,3.5237,-0.3626,0.8901,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00433,ATMOSPHERIC_TRANSIENT,False,none
13.0,252.35,21.03,0.26,34.29,0.0,0.8114,0.0783,0.6534,0.8104,0.0654,0.686,1.9408,1.5566,4.8478,7.067,1.1098,1.7943,0.3701,7.0,2.0,0.5,6.2698,0.7707,11.5675,0.733,0.647,0.1897,STRATA_SYN_STRUCTURAL_ACCELERATING_00353,STRUCTURAL_ACCELERATING,False,none
16.0,286.89,19.13,0.28,42.56,0.0,0.8246,0.0731,0.7163,0.8115,0.0685,2.222,-0.0902,4.1882,14.6086,6.575,2.2527,4.4399,0.3039,7.0,2.0,0.4667,12.0549,3.011,92.8844,1.8016,0.6719,0.231,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00200,SEASONAL_ENVIRONMENTAL,False,none
11.0,70.15,7.02,0.24,28.22,0.0,0.8379,0.0737,0.675,0.8479,0.0693,1.279,5.8186,3.168,10.3408,8.085,5.4099,10.2677,0.9929,9.0,0.0,0.5,16.0711,3.0124,-614.4966,2.8406,-0.5966,0.0,STRATA_SYN_TEMPORALLY_INCONSISTENT_00045,TEMPORALLY_INCONSISTENT,False,none
12.0,109.24,9.93,0.34,32.48,0.0,0.8128,0.09,0.6723,0.8111,0.0675,1.895,0.9057,3.7608,12.2401,6.459,4.7971,8.2872,0.6771,10.0,4.0,0.5455,-13.1874,3.5478,133.9681,3.5091,0.0123,0.7732,STRATA_SYN_TEMPORALLY_INCONSISTENT_00347,TEMPORALLY_INCONSISTENT,False,none
15.0,182.94,13.07,0.26,26.04,0.0,0.2019,0.0334,0.1175,0.1858,0.0463,4.964,-0.4116,4.6101,16.5078,3.326,5.3552,14.3656,0.8702,7.0,7.0,0.5714,-3.1666,4.5838,-113.1415,4.4232,-0.1076,0.5734,STRATA_SYN_LOW_QUALITY_00168,LOW_QUALITY,False,none
14.0,109.09,8.39,0.21,39.98,0.0,0.7619,0.0795,0.6603,0.8173,0.0631,2.98,0.5541,2.8401,10.3588,3.476,2.3989,6.2625,0.6046,5.0,6.0,0.4615,-15.9672,2.4237,-451.1591,1.7129,0.2469,0.5147,STRATA_SYN_STRUCTURAL_MONOTONIC_00049,STRUCTURAL_MONOTONIC,False,none
7.0,73.83,12.31,0.26,38.67,0.0,0.7582,0.0878,0.671,0.8181,0.081,1.95,0.4917,1.8196,6.5659,3.367,2.1718,6.5659,1.0,3.0,3.0,0.5,0.1911,1.8196,-361.8031,1.674,-0.4667,0.5418,STRATA_SYN_STRUCTURAL_MONOTONIC_00102,STRUCTURAL_MONOTONIC,False,none
20.0,149.57,7.87,0.25,26.0,0.0,0.8043,0.0733,0.6869,0.8332,0.076,2.822,0.2031,2.9531,12.128,4.298,2.7567,9.8869,0.8152,15.0,6.0,0.5263,-14.2539,2.358,-91.7015,2.2716,0.3195,0.7989,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00120,SEASONAL_ENVIRONMENTAL,False,none
10.0,191.01,21.22,0.3,30.8,0.0,0.174,0.0422,0.1157,0.1914,0.0413,2.892,0.3304,2.8211,10.3546,3.58,3.7622,8.5554,0.8262,5.0,3.0,0.5556,2.4411,2.7917,5.259,2.791,-0.1986,0.6603,STRATA_SYN_LOW_QUALITY_00294,LOW_QUALITY,False,none
18.0,188.8,11.11,0.32,42.13,0.0,0.8169,0.0712,0.6838,0.8277,0.0827,1.022,0.2595,4.2248,13.034,12.753,1.5028,4.9974,0.3834,7.0,2.0,0.4706,12.4189,3.7453,263.1644,2.3546,0.8322,0.3,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00394,SEASONAL_ENVIRONMENTAL,False,none
11.0,108.33,10.83,0.28,37.35,0.0,0.1884,0.0325,0.102,0.1659,0.0462,3.709,1.2772,4.4998,14.2066,3.83,5.062,12.936,0.9106,7.0,6.0,0.6,-6.5808,4.4571,-348.5399,4.2471,-0.0184,0.6629,STRATA_SYN_LOW_QUALITY_00461,LOW_QUALITY,False,none
6.0,115.1,23.02,0.32,43.71,0.0,0.7908,0.0545,0.7079,0.8276,0.0659,1.749,0.1898,1.5605,5.043,2.883,1.152,1.8975,0.3763,2.0,1.0,0.8,-13.7279,0.5137,44.5965,0.4635,0.2751,0.0,STRATA_SYN_STRUCTURAL_ACCELERATING_00037,STRUCTURAL_ACCELERATING,True,short_sequence
6.0,99.76,19.95,0.13,35.13,0.0,0.1828,0.0243,0.1439,0.1716,0.0343,4.603,1.8197,4.7207,14.9481,3.247,6.0649,12.5697,0.8409,3.0,2.0,0.6,-1.9505,4.7172,727.4209,3.8643,-0.1862,0.7671,STRATA_SYN_LOW_QUALITY_00355,LOW_QUALITY,False,none
19.0,232.83,12.94,0.28,42.24,0.0,0.8219,0.0907,0.6513,0.819,0.0566,2.358,-0.6075,2.0575,9.2772,3.934,2.0574,7.1888,0.7749,10.0,7.0,0.5,2.5764,1.996,-26.4085,1.9465,0.0164,0.3888,STRATA_SYN_STRUCTURAL_ACCELERATING_00426,STRUCTURAL_ACCELERATING,False,none
13.0,236.91,19.74,0.29,37.89,0.0,0.7806,0.0724,0.6678,0.8658,0.0591,2.327,1.5388,3.9702,15.7163,6.754,4.5294,14.625,0.9306,6.0,7.0,0.75,-3.9924,3.8875,-49.6769,3.782,-0.1644,0.5494,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00419,ATMOSPHERIC_TRANSIENT,False,none
7.0,97.03,16.17,0.19,34.36,0.0,0.8335,0.1041,0.6731,0.769,0.08,1.768,3.1566,1.9813,5.6367,3.188,2.8752,4.4541,0.7902,5.0,0.0,0.5,12.8432,1.622,-95.8345,1.5891,-0.2923,0.0,STRATA_SYN_TEMPORALLY_INCONSISTENT_00421,TEMPORALLY_INCONSISTENT,False,none
12.0,129.7,11.79,0.33,35.0,0.0,0.7688,0.0652,0.667,0.836,0.0825,0.737,-2.7645,1.7403,5.5317,7.506,0.8071,2.1043,0.3804,1.0,1.0,0.5455,9.8731,1.349,232.5311,0.4364,0.6941,0.0,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00199,SEASONAL_ENVIRONMENTAL,False,none
19.0,203.83,11.32,0.23,36.36,0.0,0.8041,0.0828,0.6522,0.8339,0.0722,2.196,-0.181,1.8833,6.5289,2.973,2.0467,6.0709,0.9299,10.0,4.0,0.5556,-2.5726,1.8321,-60.2693,1.6607,-0.0685,0.5178,STRATA_SYN_STRUCTURAL_MONOTONIC_00038,STRUCTURAL_MONOTONIC,False,none
6.0,81.25,16.25,0.35,38.4,0.0,0.769,0.089,0.657,0.7899,0.0672,0.919,0.2065,0.586,1.8244,1.985,0.677,1.3021,0.7137,1.0,2.0,0.4,-0.1769,0.5858,177.657,0.388,0.0766,0.8554,STRATA_SYN_STRUCTURAL_MONOTONIC_00218,STRUCTURAL_MONOTONIC,False,none
10.0,150.36,16.71,0.29,40.7,0.0,0.8013,0.0761,0.6704,0.7673,0.0507,1.102,1.7121,3.3386,12.3289,11.188,3.9399,12.3289,1.0,7.0,4.0,0.5556,-0.146,3.3385,-73.7346,3.291,-0.3561,0.8521,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00073,ATMOSPHERIC_TRANSIENT,False,none
20.0,294.95,15.52,0.29,25.7,0.0,0.7907,0.0902,0.6556,0.8386,0.0633,0.736,0.925,5.678,17.2881,23.489,1.4822,3.1178,0.1803,2.0,2.0,0.5789,17.0848,3.8375,-114.6025,2.3095,0.9099,0.1887,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00008,SEASONAL_ENVIRONMENTAL,False,none
7.0,105.36,17.56,0.24,43.86,0.0,0.7508,0.1036,0.6577,0.8509,0.0718,2.728,-0.7191,2.508,8.2527,3.025,3.4533,6.968,0.8443,3.0,4.0,0.5,7.4294,2.4042,134.9515,2.3426,-0.1112,0.8773,STRATA_SYN_STABLE_00407,STABLE,False,none
8.0,122.53,17.5,0.35,43.98,0.0,0.1919,0.0344,0.1437,0.1809,0.0489,4.387,0.7942,2.927,8.7075,1.985,3.4962,5.7904,0.665,3.0,3.0,0.4286,17.5272,2.21,50.8581,2.1937,0.1299,0.6162,STRATA_SYN_LOW_QUALITY_00280,LOW_QUALITY,False,none
19.0,113.56,6.31,0.26,29.99,0.0,0.8213,0.0981,0.6537,0.7945,0.0684,0.838,-0.2979,0.8295,3.029,3.615,0.8556,2.3223,0.7667,10.0,6.0,0.4444,-2.1224,0.8049,26.4255,0.798,0.0328,0.5693,STRATA_SYN_STRUCTURAL_MONOTONIC_00169,STRUCTURAL_MONOTONIC,False,none
24.0,532.17,23.14,0.3,28.1,0.0,0.7797,0.0889,0.6549,0.8224,0.0586,0.874,-0.6907,4.8322,14.7711,16.901,2.5867,5.6809,0.3846,4.0,4.0,0.5652,2.7071,4.6841,-15.087,4.501,0.7997,0.416,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00098,SEASONAL_ENVIRONMENTAL,False,none
17.0,156.19,9.76,0.25,26.86,0.0,0.7869,0.0957,0.6529,0.8116,0.0858,0.757,-0.3848,0.4682,1.8551,2.451,0.5783,1.8551,1.0,9.0,4.0,0.4375,-0.1192,0.4679,2.1608,0.4676,-0.1681,0.6663,STRATA_SYN_STRUCTURAL_ACCELERATING_00071,STRUCTURAL_ACCELERATING,False,none
10.0,105.05,11.67,0.24,43.57,0.0,0.7727,0.114,0.6623,0.8217,0.0651,1.208,-0.7453,1.7022,6.2726,5.193,1.3237,2.5858,0.4122,3.0,1.0,0.6667,-15.4567,0.9355,134.004,0.7922,0.4404,0.0,STRATA_SYN_STRUCTURAL_MONOTONIC_00313,STRUCTURAL_MONOTONIC,False,none
11.0,141.97,14.2,0.28,42.11,0.0,0.7546,0.0846,0.6541,0.8315,0.0923,1.021,-2.0909,5.1272,15.9111,15.584,5.1619,8.4155,0.5289,9.0,3.0,0.5,-34.7128,2.8526,-127.9574,2.7223,0.3609,0.2677,STRATA_SYN_TEMPORALLY_INCONSISTENT_00159,TEMPORALLY_INCONSISTENT,False,none
16.0,262.93,17.53,0.28,35.19,0.0,0.1841,0.0434,0.1073,0.1833,0.0495,2.953,0.2539,2.7842,10.2428,3.469,3.9467,9.6307,0.9402,9.0,8.0,0.5333,-1.8742,2.7533,33.6051,2.6551,-0.4231,0.9685,STRATA_SYN_LOW_QUALITY_00272,LOW_QUALITY,False,none
8.0,86.8,12.4,0.17,37.8,0.0,0.7866,0.0978,0.6503,0.8265,0.0755,1.992,5.1143,4.6187,11.9004,5.974,8.4595,11.7153,0.9844,6.0,3.0,0.5714,12.708,4.5113,-491.1564,4.3211,-0.7917,0.578,STRATA_SYN_TEMPORALLY_INCONSISTENT_00287,TEMPORALLY_INCONSISTENT,False,none
15.0,134.95,9.64,0.28,34.42,0.0,0.7994,0.0851,0.6556,0.7905,0.0769,2.698,0.2603,3.3614,10.7248,3.975,4.2251,9.8149,0.9152,9.0,8.0,0.5,2.6015,3.3483,106.1664,3.2917,-0.1808,0.7761,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00022,ATMOSPHERIC_TRANSIENT,False,none
8.0,112.98,16.14,0.27,38.82,0.0,0.7783,0.109,0.6535,0.7757,0.0795,2.522,-3.9348,5.1646,17.0232,6.75,4.8762,13.6586,0.8024,4.0,4.0,0.5714,20.6979,4.7224,-639.8131,3.7542,0.2568,0.9062,STRATA_SYN_ATMOSPHERIC_TRANSIENT_00034,ATMOSPHERIC_TRANSIENT,False,none
14.0,146.69,11.28,0.27,26.87,0.0,0.8104,0.0816,0.6639,0.8391,0.0735,2.932,-0.9649,3.0875,10.7116,3.653,4.3903,10.7116,1.0,10.0,6.0,0.6154,-3.8353,3.0503,-131.4483,2.9133,-0.2531,0.8754,STRATA_SYN_STRUCTURAL_ACCELERATING_00007,STRUCTURAL_ACCELERATING,False,none
10.0,151.42,16.82,0.29,39.76,0.0,0.788,0.101,0.687,0.8204,0.0605,2.872,-2.1728,2.9672,9.9299,3.457,3.7277,7.5311,0.7584,4.0,4.0,0.5556,-11.7456,2.5252,-8.5135,2.5243,-0.0163,0.8607,STRATA_SYN_STRUCTURAL_ACCELERATING_00372,STRUCTURAL_ACCELERATING,False,none
12.0,146.4,13.31,0.3,33.79,0.0,0.8042,0.062,0.7175,0.806,0.0668,2.413,-0.2278,2.6314,9.8525,4.083,3.6381,6.9607,0.7065,7.0,7.0,0.5455,-4.9811,2.5562,-153.226,2.3194,-0.1822,0.6999,STRATA_SYN_STRUCTURAL_MONOTONIC_00245,STRUCTURAL_MONOTONIC,False,none
19.0,419.36,23.3,0.28,41.79,0.0,0.7901,0.1039,0.667,0.7777,0.0696,1.003,0.6726,7.0789,20.1494,20.089,3.8544,7.0088,0.3478,3.0,4.0,0.5556,6.9562,6.6496,-7.765,6.6362,0.7607,0.3413,STRATA_SYN_SEASONAL_ENVIRONMENTAL_00452,SEASONAL_ENVIRONMENTAL,False,none
